model,reasoning_type,complexity,run,question_id,is_correct,score,tokens
gpt_5_nano,temporal,4,2,q_889583,True,1.0,936.0
gpt_5_nano,temporal,4,2,q_413629,True,1.0,1094.0
gpt_5_nano,temporal,4,2,q_178323,True,1.0,1105.0
gpt_5_nano,temporal,4,2,q_452271,True,1.0,1120.0
gpt_5_nano,temporal,4,3,q_303853,True,1.0,621.0
gpt_5_nano,temporal,4,3,q_763519,True,1.0,646.0
gpt_5_nano,temporal,4,3,q_364638,True,1.0,889.0
gpt_5_nano,temporal,4,3,q_297453,True,1.0,989.0
gpt_5_nano,temporal,4,3,q_555992,True,1.0,965.0
gpt_5_nano,temporal,4,3,q_302794,True,1.0,1008.0
gpt_5_nano,temporal,4,3,q_975021,True,1.0,813.0
gpt_5_nano,temporal,4,3,q_720968,True,1.0,1036.0
gpt_5_nano,temporal,4,3,q_382114,True,1.0,1378.0
gpt_5_nano,temporal,4,3,q_136085,False,0.0,1221.0
gpt_5_nano,weighted,2,1,q_753276,False,0.0,1039.0
gpt_5_nano,weighted,2,1,q_356749,True,1.0,1047.0
gpt_5_nano,weighted,2,1,q_872439,True,1.0,1040.0
gpt_5_nano,weighted,2,1,q_525126,True,1.0,1065.0
gpt_5_nano,weighted,2,1,q_213872,True,1.0,1176.0
gpt_5_nano,weighted,2,1,q_922981,False,0.0,
gpt_5_nano,weighted,2,1,q_863464,True,1.0,1588.0
gpt_5_nano,weighted,2,1,q_634355,True,1.0,2082.0
gpt_5_nano,weighted,2,1,q_861611,True,1.0,2610.0
gpt_5_nano,weighted,2,1,q_298733,False,0.0,
gpt_5_nano,weighted,2,2,q_545467,True,1.0,1227.0
gpt_5_nano,weighted,2,2,q_314972,True,1.0,1233.0
gpt_5_nano,weighted,2,2,q_454334,True,1.0,1225.0
gpt_5_nano,weighted,2,2,q_991319,True,1.0,1485.0
gpt_5_nano,weighted,2,2,q_481529,False,0.0,
gpt_5_nano,weighted,2,2,q_935784,False,0.0,
gpt_5_nano,weighted,2,2,q_267504,True,1.0,2561.0
gpt_5_nano,weighted,2,2,q_972070,False,0.0,
gpt_5_nano,weighted,2,2,q_944239,False,0.0,2752.0
gpt_5_nano,weighted,2,2,q_204158,False,0.0,
gpt_5_nano,weighted,2,3,q_482251,True,1.0,963.0
gpt_5_nano,weighted,2,3,q_389834,False,0.0,944.0
gpt_5_nano,weighted,2,3,q_122575,True,1.0,951.0
gpt_5_nano,weighted,2,3,q_152619,False,1.0,960.0
gpt_5_nano,weighted,2,3,q_661709,True,1.0,1107.0
gpt_5_nano,weighted,2,3,q_599298,True,1.0,1857.0
gpt_5_nano,weighted,2,3,q_713462,False,0.0,
gpt_5_nano,weighted,2,3,q_370470,False,0.0,
gpt_5_nano,weighted,2,3,q_639526,False,0.0,
gpt_5_nano,weighted,2,3,q_566988,False,1.0,2028.0
gpt_5_nano,weighted,3,1,q_573613,False,0.0,2999.0
gpt_5_nano,weighted,3,1,q_109581,False,0.0,2999.0
gpt_5_nano,weighted,3,1,q_865549,False,0.0,2695.0
gpt_5_nano,weighted,3,1,q_997774,True,1.0,2762.0
gpt_5_nano,weighted,3,1,q_278076,True,1.0,2701.0
gpt_5_nano,weighted,3,1,q_305456,False,0.0,
gpt_5_nano,weighted,3,1,q_858350,False,0.0,
gpt_5_nano,weighted,3,1,q_529992,False,0.0,
gpt_5_nano,weighted,3,1,q_508273,False,0.0,2999.0
gpt_5_nano,weighted,3,1,q_361679,False,0.0,
gpt_5_nano,weighted,3,2,q_615025,True,1.0,2350.0
gpt_5_nano,weighted,3,2,q_436836,True,1.0,2348.0
gpt_5_nano,weighted,3,2,q_723334,False,0.5,2356.0
gpt_5_nano,weighted,3,2,q_163034,True,1.0,2437.0
gpt_5_nano,weighted,3,2,q_921827,True,1.0,2430.0
gpt_5_nano,weighted,3,2,q_330900,False,0.0,2692.0
gpt_5_nano,weighted,3,2,q_688191,True,1.0,2612.0
gpt_5_nano,weighted,3,2,q_994296,False,0.0,
gpt_5_nano,weighted,3,2,q_843520,False,0.0,4486.0
gpt_5_nano,weighted,3,2,q_749733,False,0.0,
gpt_5_nano,weighted,3,3,q_219727,False,0.0,3255.0
gpt_5_nano,weighted,3,3,q_730666,True,1.0,2941.0
gpt_5_nano,weighted,3,3,q_105589,False,0.0,2937.0
gpt_5_nano,weighted,3,3,q_719781,False,0.0,2937.0
gpt_5_nano,weighted,3,3,q_374718,False,0.0,2943.0
gpt_5_nano,weighted,3,3,q_257518,False,0.0,
gpt_5_nano,weighted,3,3,q_402899,False,0.0,
gpt_5_nano,weighted,3,3,q_220189,False,0.0,
gpt_5_nano,weighted,3,3,q_787516,False,0.0,5341.0
gpt_5_nano,weighted,3,3,q_832605,False,0.0,5867.0
gpt_5_nano,weighted,1,1,q_713576,True,1.0,922.0
gpt_5_nano,weighted,1,1,q_816058,True,1.0,963.0
gpt_5_nano,weighted,1,1,q_133167,True,1.0,955.0
gpt_5_nano,weighted,1,1,q_660959,True,1.0,1064.0
gpt_5_nano,weighted,1,2,q_678269,True,1.0,584.0
gpt_5_nano,weighted,1,2,q_940931,True,1.0,610.0
gpt_5_nano,weighted,1,2,q_225277,True,1.0,624.0
gpt_5_nano,weighted,1,2,q_706270,True,1.0,955.0
gpt_5_nano,weighted,1,2,q_464951,True,1.0,1096.0
gpt_5_nano,weighted,1,2,q_249018,True,1.0,959.0
gpt_5_nano,weighted,1,2,q_154957,True,1.0,1086.0
gpt_5_nano,weighted,1,3,q_688231,False,0.0,572.0
gpt_5_nano,weighted,1,3,q_898257,True,1.0,727.0
gpt_5_nano,weighted,1,3,q_533661,True,1.0,1020.0
gpt_5_nano,weighted,1,3,q_791935,True,1.0,1053.0
gpt_5_nano,weighted,1,3,q_129000,True,1.0,1019.0
gpt_5_nano,weighted,4,1,q_169355,True,1.0,4653.0
gpt_5_nano,weighted,4,1,q_195008,True,1.0,4661.0
gpt_5_nano,weighted,4,1,q_199206,True,1.0,4651.0
gpt_5_nano,weighted,4,1,q_516057,True,1.0,4657.0
gpt_5_nano,weighted,4,1,q_164260,True,1.0,4657.0
gpt_5_nano,weighted,4,1,q_219923,True,1.0,4719.0
gpt_5_nano,weighted,4,1,q_247307,True,1.0,4685.0
gpt_5_nano,weighted,4,1,q_935250,False,0.0,5182.0
gpt_5_nano,weighted,4,1,q_596680,False,0.0,
gpt_5_nano,weighted,4,1,q_816349,False,0.0,
gpt_5_nano,weighted,4,2,q_258796,True,1.0,7123.0
gpt_5_nano,weighted,4,2,q_918124,False,0.0,7122.0
gpt_5_nano,weighted,4,2,q_547481,False,0.0,7122.0
gpt_5_nano,weighted,4,2,q_540959,False,0.0,7438.0
gpt_5_nano,weighted,4,2,q_297507,False,0.0,7125.0
gpt_5_nano,weighted,4,2,q_983936,True,1.0,7123.0
gpt_5_nano,weighted,4,2,q_329987,False,0.0,7438.0
gpt_5_nano,weighted,4,2,q_136155,True,1.0,7153.0
gpt_5_nano,weighted,4,2,q_270515,True,1.0,7119.0
gpt_5_nano,weighted,4,2,q_596270,False,0.0,
gpt_5_nano,weighted,4,3,q_922727,True,1.0,4952.0
gpt_5_nano,weighted,4,3,q_892733,True,1.0,4952.0
gpt_5_nano,weighted,4,3,q_347471,True,1.0,4952.0
gpt_5_nano,weighted,4,3,q_352595,False,0.0,5265.0
gpt_5_nano,weighted,4,3,q_408296,False,0.0,5265.0
gpt_5_nano,weighted,4,3,q_137161,True,1.0,4976.0
gpt_5_nano,weighted,4,3,q_128033,True,1.0,5015.0
gpt_5_nano,weighted,4,3,q_796298,False,0.0,
gpt_5_nano,weighted,4,3,q_988888,False,0.0,
gpt_5_nano,weighted,4,3,q_136965,False,0.0,
gpt_5_nano,conflicting,2,1,q_796482,False,0.0,1075.0
gpt_5_nano,conflicting,2,1,q_958792,False,0.0,1071.0
gpt_5_nano,conflicting,2,1,q_882346,True,1.0,2032.0
gpt_5_nano,conflicting,2,1,q_898079,False,0.0,2067.0
gpt_5_nano,conflicting,2,1,q_540576,True,1.0,2086.0
gpt_5_nano,conflicting,2,1,q_889237,False,0.0,2031.0
gpt_5_nano,conflicting,2,1,q_155096,False,0.0,2140.0
gpt_5_nano,conflicting,2,1,q_477375,False,0.0,
gpt_5_nano,conflicting,2,1,q_886852,False,0.0,2358.0
gpt_5_nano,conflicting,2,1,q_421190,False,0.0,3566.0
gpt_5_nano,conflicting,2,2,q_467679,True,1.0,1114.0
gpt_5_nano,conflicting,2,2,q_264795,True,1.0,1116.0
gpt_5_nano,conflicting,2,2,q_439854,True,1.0,1114.0
gpt_5_nano,conflicting,2,2,q_394127,False,0.0,1687.0
gpt_5_nano,conflicting,2,2,q_662192,False,0.0,2042.0
gpt_5_nano,conflicting,2,2,q_640334,False,0.0,
gpt_5_nano,conflicting,2,2,q_725868,False,0.0,2597.0
gpt_5_nano,conflicting,2,2,q_834874,True,1.0,2517.0
gpt_5_nano,conflicting,2,2,q_248231,False,0.0,2841.0
gpt_5_nano,conflicting,2,2,q_800533,False,0.0,2886.0
gpt_5_nano,conflicting,2,3,q_271826,True,1.0,1089.0
gpt_5_nano,conflicting,2,3,q_671748,False,0.0,1100.0
gpt_5_nano,conflicting,2,3,q_887730,True,1.0,1448.0
gpt_5_nano,conflicting,2,3,q_459027,False,0.0,1717.0
gpt_5_nano,conflicting,2,3,q_282933,True,1.0,1716.0
gpt_5_nano,conflicting,2,3,q_954064,True,1.0,2173.0
gpt_5_nano,conflicting,2,3,q_794697,True,1.0,2195.0
gpt_5_nano,conflicting,2,3,q_664111,False,0.0,2214.0
gpt_5_nano,conflicting,2,3,q_942650,False,0.0,2388.0
gpt_5_nano,conflicting,2,3,q_658473,False,0.0,
gpt_5_nano,conflicting,3,1,q_846391,False,0.0,1969.0
gpt_5_nano,conflicting,3,1,q_279628,False,0.0,1969.0
gpt_5_nano,conflicting,3,1,q_667636,True,1.0,1940.0
gpt_5_nano,conflicting,3,1,q_839143,True,1.0,1975.0
gpt_5_nano,conflicting,3,1,q_445554,False,0.0,2710.0
gpt_5_nano,conflicting,3,1,q_157869,False,0.0,2998.0
gpt_5_nano,conflicting,3,1,q_532864,False,0.0,
gpt_5_nano,conflicting,3,1,q_277988,False,0.0,3438.0
gpt_5_nano,conflicting,3,1,q_916867,False,0.0,
gpt_5_nano,conflicting,3,1,q_354017,False,0.0,4098.0
gpt_5_nano,conflicting,3,2,q_667304,True,1.0,2127.0
gpt_5_nano,conflicting,3,2,q_965853,False,0.0,2096.0
gpt_5_nano,conflicting,3,2,q_276255,False,0.0,2385.0
gpt_5_nano,conflicting,3,2,q_118146,True,1.0,2555.0
gpt_5_nano,conflicting,3,2,q_653902,False,0.0,2702.0
gpt_5_nano,conflicting,3,2,q_994981,False,0.0,2646.0
gpt_5_nano,conflicting,3,2,q_991823,False,0.0,2578.0
gpt_5_nano,conflicting,3,2,q_164280,False,0.0,2875.0
gpt_5_nano,conflicting,3,2,q_660859,False,0.0,3051.0
gpt_5_nano,conflicting,3,2,q_946374,False,0.0,3322.0
gpt_5_nano,conflicting,3,3,q_272455,False,0.0,2000.0
gpt_5_nano,conflicting,3,3,q_229794,False,0.0,2000.0
gpt_5_nano,conflicting,3,3,q_410320,True,1.0,1893.0
gpt_5_nano,conflicting,3,3,q_201497,True,1.0,2014.0
gpt_5_nano,conflicting,3,3,q_153735,False,0.0,2170.0
gpt_5_nano,conflicting,3,3,q_416863,False,0.0,2201.0
gpt_5_nano,conflicting,3,3,q_294507,True,1.0,2167.0
gpt_5_nano,conflicting,3,3,q_727217,True,1.0,2131.0
gpt_5_nano,conflicting,3,3,q_532702,False,0.0,2902.0
gpt_5_nano,conflicting,3,3,q_149945,False,0.0,3414.0
gpt_5_nano,conflicting,1,1,q_920055,False,0.0,895.0
gpt_5_nano,conflicting,1,1,q_836946,False,0.0,1335.0
gpt_5_nano,conflicting,1,1,q_146868,True,1.0,1528.0
gpt_5_nano,conflicting,1,1,q_223415,False,0.0,1772.0
gpt_5_nano,conflicting,1,1,q_532309,False,0.0,1742.0
gpt_5_nano,conflicting,1,1,q_525845,False,0.0,1849.0
gpt_5_nano,conflicting,1,1,q_372812,False,0.0,2396.0
gpt_5_nano,conflicting,1,1,q_161940,False,0.0,2555.0
gpt_5_nano,conflicting,1,1,q_127936,True,1.0,2662.0
gpt_5_nano,conflicting,1,1,q_665549,True,1.0,2800.0
gpt_5_nano,conflicting,1,2,q_245002,False,0.0,883.0
gpt_5_nano,conflicting,1,2,q_721715,False,0.0,899.0
gpt_5_nano,conflicting,1,2,q_350021,True,1.0,1186.0
gpt_5_nano,conflicting,1,2,q_368892,False,0.0,1345.0
gpt_5_nano,conflicting,1,2,q_940328,True,1.0,1568.0
gpt_5_nano,conflicting,1,2,q_731920,False,0.0,1689.0
gpt_5_nano,conflicting,1,2,q_942955,False,0.0,1854.0
gpt_5_nano,conflicting,1,2,q_925167,False,0.0,1878.0
gpt_5_nano,conflicting,1,2,q_953208,True,1.0,1968.0
gpt_5_nano,conflicting,1,2,q_329093,True,1.0,2397.0
gpt_5_nano,conflicting,1,3,q_268990,False,0.0,905.0
gpt_5_nano,conflicting,1,3,q_289394,True,1.0,900.0
gpt_5_nano,conflicting,1,3,q_962684,True,1.0,1215.0
gpt_5_nano,conflicting,1,3,q_994684,True,1.0,1352.0
gpt_5_nano,conflicting,1,3,q_863441,False,0.0,
gpt_5_nano,conflicting,1,3,q_467762,False,0.0,2007.0
gpt_5_nano,conflicting,1,3,q_241313,True,1.0,1931.0
gpt_5_nano,conflicting,1,3,q_688137,True,1.0,1974.0
gpt_5_nano,conflicting,1,3,q_197624,False,0.0,2944.0
gpt_5_nano,conflicting,1,3,q_262964,True,1.0,3312.0
gpt_5_nano,conflicting,4,1,q_801489,False,0.0,3499.0
gpt_5_nano,conflicting,4,1,q_824339,False,0.0,3377.0
gpt_5_nano,conflicting,4,1,q_508581,False,0.0,3672.0
gpt_5_nano,conflicting,4,1,q_743721,False,0.0,3782.0
gpt_5_nano,conflicting,4,1,q_584767,False,0.0,4010.0
gpt_5_nano,conflicting,4,1,q_121542,False,0.0,4072.0
gpt_5_nano,conflicting,4,1,q_854515,False,0.0,
gpt_5_nano,conflicting,4,1,q_122222,False,0.0,4241.0
gpt_5_nano,conflicting,4,1,q_160988,False,0.0,
gpt_5_nano,conflicting,4,1,q_576428,False,0.0,
gpt_5_nano,conflicting,4,2,q_748584,True,1.0,3357.0
gpt_5_nano,conflicting,4,2,q_235972,True,1.0,3337.0
gpt_5_nano,conflicting,4,2,q_615458,False,0.0,3350.0
gpt_5_nano,conflicting,4,2,q_583104,False,0.0,3611.0
gpt_5_nano,conflicting,4,2,q_338545,False,0.0,3695.0
gpt_5_nano,conflicting,4,2,q_183386,False,0.0,
gpt_5_nano,conflicting,4,2,q_528408,False,0.0,3794.0
gpt_5_nano,conflicting,4,2,q_418204,False,0.0,3954.0
gpt_5_nano,conflicting,4,2,q_914815,False,0.0,4342.0
gpt_5_nano,conflicting,4,2,q_368500,False,0.0,
gpt_5_nano,conflicting,4,3,q_723915,False,0.0,3655.0
gpt_5_nano,conflicting,4,3,q_850359,True,1.0,3653.0
gpt_5_nano,conflicting,4,3,q_802777,False,0.0,3744.0
gpt_5_nano,conflicting,4,3,q_183171,True,1.0,3656.0
gpt_5_nano,conflicting,4,3,q_826096,False,0.0,
gpt_5_nano,conflicting,4,3,q_883159,False,0.0,3879.0
gpt_5_nano,conflicting,4,3,q_549637,False,0.0,3961.0
gpt_5_nano,conflicting,4,3,q_100757,False,0.0,4133.0
gpt_5_nano,conflicting,4,3,q_662973,False,0.0,4434.0
gpt_5_nano,conflicting,4,3,q_534834,False,0.0,4936.0
claude_3_7_sonnet_20250219,multihop,2,1,q_327208,True,1.0,2424.0
claude_3_7_sonnet_20250219,multihop,2,1,q_986362,True,1.0,2537.0
claude_3_7_sonnet_20250219,multihop,2,1,q_378073,True,1.0,2605.0
claude_3_7_sonnet_20250219,multihop,2,1,q_921620,True,1.0,2698.0
claude_3_7_sonnet_20250219,multihop,2,1,q_619868,True,1.0,2732.0
claude_3_7_sonnet_20250219,multihop,2,1,q_782242,True,1.0,2676.0
claude_3_7_sonnet_20250219,multihop,2,1,q_648931,True,1.0,2788.0
claude_3_7_sonnet_20250219,multihop,2,1,q_404139,True,1.0,2817.0
claude_3_7_sonnet_20250219,multihop,2,1,q_942912,True,1.0,2979.0
claude_3_7_sonnet_20250219,multihop,2,1,q_809401,True,1.0,3468.0
claude_3_7_sonnet_20250219,multihop,2,2,q_823798,True,1.0,1275.0
claude_3_7_sonnet_20250219,multihop,2,2,q_165693,True,1.0,1350.0
claude_3_7_sonnet_20250219,multihop,2,2,q_468744,True,1.0,1386.0
claude_3_7_sonnet_20250219,multihop,2,2,q_352253,True,1.0,1374.0
claude_3_7_sonnet_20250219,multihop,2,2,q_899577,True,1.0,1406.0
claude_3_7_sonnet_20250219,multihop,2,2,q_474168,True,1.0,1450.0
claude_3_7_sonnet_20250219,multihop,2,2,q_264873,True,1.0,1442.0
claude_3_7_sonnet_20250219,multihop,2,2,q_332261,True,1.0,1459.0
claude_3_7_sonnet_20250219,multihop,2,2,q_822987,True,1.0,1568.0
claude_3_7_sonnet_20250219,multihop,2,2,q_845797,True,1.0,1582.0
claude_3_7_sonnet_20250219,multihop,2,3,q_276905,True,1.0,2871.0
claude_3_7_sonnet_20250219,multihop,2,3,q_311817,True,1.0,2898.0
claude_3_7_sonnet_20250219,multihop,2,3,q_702979,True,1.0,2959.0
claude_3_7_sonnet_20250219,multihop,2,3,q_422113,True,1.0,2920.0
claude_3_7_sonnet_20250219,multihop,2,3,q_154389,True,1.0,3001.0
claude_3_7_sonnet_20250219,multihop,2,3,q_668322,True,1.0,2998.0
claude_3_7_sonnet_20250219,multihop,2,3,q_456014,False,0.0,3074.0
claude_3_7_sonnet_20250219,multihop,2,3,q_273960,True,1.0,3102.0
claude_3_7_sonnet_20250219,multihop,2,3,q_476218,True,1.0,3239.0
claude_3_7_sonnet_20250219,multihop,2,3,q_691332,True,1.0,3395.0
claude_3_7_sonnet_20250219,multihop,3,1,q_711435,True,1.0,11394.0
claude_3_7_sonnet_20250219,multihop,3,1,q_949742,False,0.0,11446.0
claude_3_7_sonnet_20250219,multihop,3,1,q_928183,True,1.0,11507.0
claude_3_7_sonnet_20250219,multihop,3,1,q_718331,True,1.0,11515.0
claude_3_7_sonnet_20250219,multihop,3,1,q_949179,True,1.0,11547.0
claude_3_7_sonnet_20250219,multihop,3,1,q_970394,True,1.0,11592.0
claude_3_7_sonnet_20250219,multihop,3,1,q_656389,False,0.0,11606.0
claude_3_7_sonnet_20250219,multihop,3,1,q_110447,True,1.0,11619.0
claude_3_7_sonnet_20250219,multihop,3,1,q_171433,True,1.0,11618.0
claude_3_7_sonnet_20250219,multihop,3,1,q_696500,False,0.0,11771.0
claude_3_7_sonnet_20250219,multihop,3,2,q_356683,True,1.0,9889.0
claude_3_7_sonnet_20250219,multihop,3,2,q_136638,True,1.0,9902.0
claude_3_7_sonnet_20250219,multihop,3,2,q_645447,True,1.0,10021.0
claude_3_7_sonnet_20250219,multihop,3,2,q_656667,True,1.0,10108.0
claude_3_7_sonnet_20250219,multihop,3,2,q_238241,True,1.0,10078.0
claude_3_7_sonnet_20250219,multihop,3,2,q_236270,False,0.0,10108.0
claude_3_7_sonnet_20250219,multihop,3,2,q_772039,True,1.0,10081.0
claude_3_7_sonnet_20250219,multihop,3,2,q_620975,True,1.0,10124.0
claude_3_7_sonnet_20250219,multihop,3,2,q_705550,True,1.0,10248.0
claude_3_7_sonnet_20250219,multihop,3,2,q_407914,False,0.0,10786.0
claude_3_7_sonnet_20250219,multihop,3,3,q_151997,True,1.0,8463.0
claude_3_7_sonnet_20250219,multihop,3,3,q_247843,True,1.0,8561.0
claude_3_7_sonnet_20250219,multihop,3,3,q_232217,True,1.0,8536.0
claude_3_7_sonnet_20250219,multihop,3,3,q_147200,True,1.0,8533.0
claude_3_7_sonnet_20250219,multihop,3,3,q_987193,True,1.0,8647.0
claude_3_7_sonnet_20250219,multihop,3,3,q_145687,True,1.0,8591.0
claude_3_7_sonnet_20250219,multihop,3,3,q_225196,True,1.0,8754.0
claude_3_7_sonnet_20250219,multihop,3,3,q_761818,False,0.0,8637.0
claude_3_7_sonnet_20250219,multihop,3,3,q_142070,True,1.0,8779.0
claude_3_7_sonnet_20250219,multihop,3,3,q_847630,True,1.0,8780.0
claude_3_7_sonnet_20250219,multihop,1,1,q_167167,True,1.0,799.0
claude_3_7_sonnet_20250219,multihop,1,1,q_383626,True,1.0,873.0
claude_3_7_sonnet_20250219,multihop,1,1,q_564488,True,1.0,1006.0
claude_3_7_sonnet_20250219,multihop,1,2,q_234862,True,1.0,917.0
claude_3_7_sonnet_20250219,multihop,1,2,q_323749,True,1.0,923.0
claude_3_7_sonnet_20250219,multihop,1,2,q_528251,True,1.0,1043.0
claude_3_7_sonnet_20250219,multihop,1,3,q_680902,True,1.0,921.0
claude_3_7_sonnet_20250219,multihop,1,3,q_730503,True,1.0,902.0
claude_3_7_sonnet_20250219,multihop,1,3,q_292391,True,1.0,1015.0
claude_3_7_sonnet_20250219,multihop,1,3,q_686839,True,1.0,1055.0
claude_3_7_sonnet_20250219,multihop,1,3,q_475291,True,1.0,1023.0
claude_3_7_sonnet_20250219,multihop,1,3,q_803302,True,1.0,1077.0
claude_3_7_sonnet_20250219,multihop,1,3,q_683282,True,1.0,1076.0
claude_3_7_sonnet_20250219,multihop,1,3,q_893805,True,1.0,1074.0
claude_3_7_sonnet_20250219,multihop,1,3,q_253883,True,1.0,1129.0
claude_3_7_sonnet_20250219,multihop,1,3,q_274616,True,1.0,1149.0
claude_3_7_sonnet_20250219,multihop,4,1,q_941497,True,1.0,31177.0
claude_3_7_sonnet_20250219,multihop,4,1,q_786396,False,0.0,
claude_3_7_sonnet_20250219,multihop,4,1,q_503690,False,0.0,
claude_3_7_sonnet_20250219,multihop,4,1,q_644645,False,0.0,
claude_3_7_sonnet_20250219,multihop,4,1,q_932696,False,0.0,
claude_3_7_sonnet_20250219,multihop,4,1,q_626920,False,0.0,
claude_3_7_sonnet_20250219,multihop,4,1,q_241793,True,1.0,31377.0
claude_3_7_sonnet_20250219,multihop,4,1,q_670884,False,0.0,
claude_3_7_sonnet_20250219,multihop,4,1,q_117572,False,0.0,
claude_3_7_sonnet_20250219,multihop,4,1,q_780685,True,1.0,31114.0
claude_3_7_sonnet_20250219,multihop,4,2,q_721809,True,1.0,20368.0
claude_3_7_sonnet_20250219,multihop,4,2,q_439336,False,0.0,
claude_3_7_sonnet_20250219,multihop,4,2,q_386560,False,0.0,
claude_3_7_sonnet_20250219,multihop,4,2,q_638331,False,0.0,
claude_3_7_sonnet_20250219,multihop,4,2,q_454279,False,0.0,
claude_3_7_sonnet_20250219,multihop,4,2,q_450525,False,0.0,
claude_3_7_sonnet_20250219,multihop,4,2,q_963388,False,0.0,
claude_3_7_sonnet_20250219,multihop,4,2,q_941258,False,0.0,
claude_3_7_sonnet_20250219,multihop,4,2,q_243014,False,0.0,
claude_3_7_sonnet_20250219,multihop,4,2,q_713951,False,0.0,
claude_3_7_sonnet_20250219,multihop,4,3,q_273439,True,1.0,35446.0
claude_3_7_sonnet_20250219,multihop,4,3,q_982362,True,1.0,35420.0
claude_3_7_sonnet_20250219,multihop,4,3,q_778850,True,1.0,35801.0
claude_3_7_sonnet_20250219,multihop,4,3,q_608862,False,0.0,35529.0
claude_3_7_sonnet_20250219,multihop,4,3,q_637950,False,0.0,35898.0
claude_3_7_sonnet_20250219,multihop,4,3,q_100612,False,0.0,
claude_3_7_sonnet_20250219,multihop,4,3,q_885910,False,0.0,
claude_3_7_sonnet_20250219,multihop,4,3,q_525142,False,0.0,
claude_3_7_sonnet_20250219,multihop,4,3,q_726917,False,0.0,
claude_3_7_sonnet_20250219,multihop,4,3,q_144829,True,1.0,35362.0
claude_3_7_sonnet_20250219,hierarchical,2,1,q_390877,True,1.0,896.0
claude_3_7_sonnet_20250219,hierarchical,2,1,q_322710,True,1.0,939.0
claude_3_7_sonnet_20250219,hierarchical,2,1,q_712590,True,1.0,952.0
claude_3_7_sonnet_20250219,hierarchical,2,1,q_901266,True,1.0,918.0
claude_3_7_sonnet_20250219,hierarchical,2,1,q_184621,True,1.0,968.0
claude_3_7_sonnet_20250219,hierarchical,2,1,q_770896,True,1.0,990.0
claude_3_7_sonnet_20250219,hierarchical,2,1,q_904893,True,1.0,992.0
claude_3_7_sonnet_20250219,hierarchical,2,1,q_664453,True,1.0,1034.0
claude_3_7_sonnet_20250219,hierarchical,2,1,q_705693,True,1.0,1018.0
claude_3_7_sonnet_20250219,hierarchical,2,1,q_275237,True,1.0,1032.0
claude_3_7_sonnet_20250219,hierarchical,2,2,q_531167,True,1.0,725.0
claude_3_7_sonnet_20250219,hierarchical,2,2,q_757781,True,1.0,677.0
claude_3_7_sonnet_20250219,hierarchical,2,2,q_274008,True,1.0,751.0
claude_3_7_sonnet_20250219,hierarchical,2,2,q_871434,True,1.0,789.0
claude_3_7_sonnet_20250219,hierarchical,2,2,q_429016,False,0.0,766.0
claude_3_7_sonnet_20250219,hierarchical,2,2,q_700008,True,1.0,771.0
claude_3_7_sonnet_20250219,hierarchical,2,2,q_993314,True,1.0,784.0
claude_3_7_sonnet_20250219,hierarchical,2,2,q_316392,True,1.0,808.0
claude_3_7_sonnet_20250219,hierarchical,2,2,q_642240,True,1.0,781.0
claude_3_7_sonnet_20250219,hierarchical,2,2,q_478914,True,1.0,772.0
claude_3_7_sonnet_20250219,hierarchical,2,3,q_190862,True,1.0,734.0
claude_3_7_sonnet_20250219,hierarchical,2,3,q_730919,True,1.0,757.0
claude_3_7_sonnet_20250219,hierarchical,2,3,q_994582,True,1.0,784.0
claude_3_7_sonnet_20250219,hierarchical,2,3,q_585598,True,1.0,747.0
claude_3_7_sonnet_20250219,hierarchical,2,3,q_485687,True,1.0,773.0
claude_3_7_sonnet_20250219,hierarchical,2,3,q_884440,True,1.0,795.0
claude_3_7_sonnet_20250219,hierarchical,2,3,q_588605,True,1.0,811.0
claude_3_7_sonnet_20250219,hierarchical,2,3,q_544245,True,1.0,845.0
claude_3_7_sonnet_20250219,hierarchical,2,3,q_514106,False,0.0,853.0
claude_3_7_sonnet_20250219,hierarchical,2,3,q_396279,False,0.0,892.0
claude_3_7_sonnet_20250219,hierarchical,3,1,q_525098,True,1.0,1072.0
claude_3_7_sonnet_20250219,hierarchical,3,1,q_797357,True,1.0,1093.0
claude_3_7_sonnet_20250219,hierarchical,3,1,q_940613,True,1.0,1080.0
claude_3_7_sonnet_20250219,hierarchical,3,1,q_542854,True,1.0,1046.0
claude_3_7_sonnet_20250219,hierarchical,3,1,q_625450,True,1.0,1116.0
claude_3_7_sonnet_20250219,hierarchical,3,1,q_719006,True,1.0,1113.0
claude_3_7_sonnet_20250219,hierarchical,3,1,q_666755,False,0.0,1144.0
claude_3_7_sonnet_20250219,hierarchical,3,1,q_470401,True,1.0,1114.0
claude_3_7_sonnet_20250219,hierarchical,3,1,q_405713,True,1.0,1169.0
claude_3_7_sonnet_20250219,hierarchical,3,1,q_208020,True,1.0,1218.0
claude_3_7_sonnet_20250219,hierarchical,3,2,q_502913,True,1.0,1059.0
claude_3_7_sonnet_20250219,hierarchical,3,2,q_437762,True,1.0,1088.0
claude_3_7_sonnet_20250219,hierarchical,3,2,q_186882,True,1.0,1022.0
claude_3_7_sonnet_20250219,hierarchical,3,2,q_402275,True,1.0,1036.0
claude_3_7_sonnet_20250219,hierarchical,3,2,q_563799,True,1.0,1045.0
claude_3_7_sonnet_20250219,hierarchical,3,2,q_696255,True,1.0,1080.0
